0,GasterBlaster,2,403,484,403,484,270,0.53333,0.2,1st U
0,GasterBlaster,2,549,383,549,383,180,0.56666,0.2,1st LP
0,GasterBlaster,2,403,183,403,183,90,0.56666,0.2,1st UP
0,GasterBlaster,2,139,433,139,433,0,0.6,0.2,2nd L
0,GasterBlaster,2,453,484,453,484,270,0.6,0.2,2nd U
0,GasterBlaster,2,549,433,549,433,180,0.63333,0.2,2nd LP
0,GasterBlaster,2,453,183,453,183,90,0.63333,0.2,2nd UP
0,GasterBlaster,2,139,483,139,483,0,0.66666,0.2,3rd L
0,GasterBlaster,2,503,484,503,484,270,0.66666,0.2,3rd U
0,GasterBlaster,2,549,483,549,483,180,0.7,0.2,3rd LP
0,GasterBlaster,2,503,183,503,183,90,0.7,0.2,3rd UP
0.9,BlackScreen,1,,,,,,,,
0,Sound,Flash,,,,,,,,
0.1,BlackScreen,0,,,,,,,,
0,Sound,Flash,,,,,,,,
0,HeartTeleport,262,240,,,,,,,
0,SansSlam,2,,,,,,,,
0,SansX,320,,,,,,,,
0.03333,GasterBlaster,2,325,484,325,484,270,0,0.2,1st U
0,GasterBlaster,2,325,133,325,133,90,0.03333,0.2,1st UP
0,GasterBlaster,2,375,484,375,484,270,0.06666,0.2,2nd U
0,GasterBlaster,2,375,133,375,133,90,0.1,0.2,2nd UP
0,GasterBlaster,2,425,484,425,484,270,0.13333,0.2,3rd U
0,GasterBlaster,2,425,133,425,133,90,0.16666,0.2,3rd UP
0,BoneStab,2,48,0.7,1,,,,,
